year mon day PCx PCy phase Amp(nrm) Amp(non-nrm)
1980 09 09  0.750 -1.267 7  1.472  463.6
1980 09 10  0.949 -1.170 7  1.507  469.1
1980 09 11  1.127 -1.044 8  1.536  472.6
1980 09 12  1.277 -0.893 8  1.559  473.9
1980 09 13  1.396 -0.721 8  1.571  472.7
1980 09 14  1.479 -0.534 8  1.572  469.0
1980 09 15  1.524 -0.338 8  1.561  462.7
1980 09 16  1.531 -0.140 8  1.537  454.0
1980 09 17  1.501  0.053 1  1.502  443.3
1980 09 18  1.437  0.236 1  1.457  431.0
1980 09 19  1.344  0.403 1  1.403  417.4
1980 09 20  1.227  0.549 1  1.344  402.9
1980 09 21  1.092  0.671 1  1.282  387.9
1980 09 22  0.945  0.768 1  1.217  372.5
1980 09 23  0.793  0.837 2  1.153  356.8
1980 09 24  0.643  0.881 2  1.091  341.0
1980 09 25  0.500  0.900 2  1.030  324.9
1980 09 26  0.368  0.898 2  0.971  308.6
1980 09 27  0.252  0.878 2  0.914  292.1
1980 09 28  0.152  0.846 2  0.859  275.6
1980 09 29  0.071  0.804 2  0.807  259.4
1980 09 30  0.006  0.758 2  0.758  243.9
1980 10 01 -0.044  0.713 3  0.714  229.7
1980 10 02 -0.081  0.672 3  0.676  217.3
1980 10 03 -0.111  0.637 3  0.646  207.4
1980 10 04 -0.137  0.611 3  0.626  200.5
1980 10 05 -0.164  0.594 3  0.616  196.9
1980 10 06 -0.195  0.586 3  0.617  197.0
1980 10 07 -0.235  0.585 3  0.631  200.7
1980 10 08 -0.287  0.590 3  0.656  207.8
1980 10 09 -0.350  0.597 3  0.692  218.1
1980 10 10 -0.427  0.603 3  0.739  231.2
1980 10 11 -0.516  0.603 3  0.793  246.5
1980 10 12 -0.615  0.593 4  0.855  263.4
1980 10 13 -0.720  0.571 4  0.919  280.9
1980 10 14 -0.826  0.534 4  0.984  298.2
1980 10 15 -0.929  0.479 4  1.045  314.4
1980 10 16 -1.021  0.405 4  1.099  328.5
1980 10 17 -1.099  0.313 4  1.142  339.6
1980 10 18 -1.155  0.203 4  1.173  347.1
1980 10 19 -1.185  0.079 4  1.187  350.6
1980 10 20 -1.184 -0.057 5  1.186  350.1
1980 10 21 -1.151 -0.201 5  1.169  345.9
1980 10 22 -1.084 -0.347 5  1.138  338.8
1980 10 23 -0.983 -0.490 5  1.098  330.1
1980 10 24 -0.850 -0.625 5  1.055  321.4
1980 10 25 -0.688 -0.747 6  1.015  314.5
1980 10 26 -0.503 -0.851 6  0.988  311.2
1980 10 27 -0.300 -0.933 6  0.980  312.7
1980 10 28 -0.087 -0.990 6  0.994  319.4
1980 10 29  0.129 -1.021 7  1.029  330.4
1980 10 30  0.341 -1.024 7  1.079  344.3
1980 10 31  0.542 -1.000 7  1.138  359.2
1980 11 01  0.724 -0.951 7  1.195  373.1
1980 11 02  0.882 -0.879 8  1.246  384.4
1980 11 03  1.012 -0.788 8  1.283  391.7
1980 11 04  1.110 -0.681 8  1.302  394.1
1980 11 05  1.174 -0.564 8  1.302  391.0
1980 11 06  1.204 -0.440 8  1.282  382.4
1980 11 07  1.201 -0.314 8  1.241  368.5
1980 11 08  1.167 -0.191 8  1.182  349.9
1980 11 09  1.106 -0.074 8  1.109  327.4
1980 11 10  1.023  0.035 1  1.023  302.1
1980 11 11  0.921  0.133 1  0.931  275.2
1980 11 12  0.807  0.218 1  0.836  248.2
1980 11 13  0.684  0.290 1  0.743  222.5
1980 11 14  0.559  0.350 1  0.659  199.5
1980 11 15  0.434  0.397 1  0.588  180.8
1980 11 16  0.314  0.433 2  0.535  167.2
1980 11 17  0.201  0.460 2  0.502  159.3
1980 11 18  0.097  0.479 2  0.489  156.6
1980 11 19  0.004  0.492 2  0.492  158.2
1980 11 20 -0.079  0.500 3  0.507  162.6
1980 11 21 -0.152  0.506 3  0.528  168.7
1980 11 22 -0.216  0.508 3  0.553  175.5
1980 11 23 -0.273  0.509 3  0.578  182.4
1980 11 24 -0.322  0.508 3  0.602  189.0
1980 11 25 -0.368  0.504 3  0.624  195.0
1980 11 26 -0.409  0.497 3  0.643  200.2
1980 11 27 -0.448  0.485 3  0.660  204.4
1980 11 28 -0.484  0.468 4  0.673  207.4
1980 11 29 -0.518  0.444 4  0.682  209.2
1980 11 30 -0.550  0.412 4  0.687  209.5
1980 12 01 -0.578  0.371 4  0.687  208.3
1980 12 02 -0.602  0.321 4  0.682  205.6
1980 12 03 -0.620  0.263 4  0.673  201.5
1980 12 04 -0.630  0.195 4  0.660  196.3
1980 12 05 -0.632  0.121 4  0.643  190.4
1980 12 06 -0.622  0.040 4  0.624  184.1
1980 12 07 -0.602 -0.045 5  0.603  178.2
1980 12 08 -0.569 -0.132 5  0.584  173.1
1980 12 09 -0.523 -0.217 5  0.567  169.6
1980 12 10 -0.466 -0.299 5  0.554  167.8
1980 12 11 -0.397 -0.375 5  0.546  168.1
1980 12 12 -0.318 -0.441 6  0.544  170.2
1980 12 13 -0.231 -0.497 6  0.548  173.7
1980 12 14 -0.138 -0.538 6  0.556  177.8
1980 12 15 -0.042 -0.565 6  0.566  182.1
1980 12 16  0.055 -0.575 7  0.578  185.7
1980 12 17  0.149 -0.569 7  0.588  188.2
1980 12 18  0.239 -0.546 7  0.596  189.2
1980 12 19  0.320 -0.507 7  0.600  188.4
1980 12 20  0.391 -0.453 7  0.599  185.9
1980 12 21  0.450 -0.386 8  0.593  181.8
1980 12 22  0.495 -0.308 8  0.583  176.4
1980 12 23  0.524 -0.221 8  0.569  170.2
1980 12 24  0.537 -0.128 8  0.552  163.8
1980 12 25  0.534 -0.032 8  0.535  157.9
1980 12 26  0.514  0.065 1  0.518  153.3
1980 12 27  0.479  0.158 1  0.505  150.4
1980 12 28  0.430  0.247 1  0.496  149.7
1980 12 29  0.368  0.327 1  0.492  151.2
1980 12 30  0.295  0.397 2  0.495  154.6
1980 12 31  0.213  0.455 2  0.502  159.2
1981 01 01  0.126  0.498 2  0.514  164.5
1981 01 02  0.035  0.527 2  0.528  169.8
1981 01 03 -0.057  0.539 3  0.542  174.3
1981 01 04 -0.146  0.536 3  0.555  177.6
1981 01 05 -0.231  0.516 3  0.565  179.4
1981 01 06 -0.307  0.481 3  0.571  179.2
1981 01 07 -0.373  0.432 3  0.571  177.2
1981 01 08 -0.427  0.370 4  0.565  173.2
1981 01 09 -0.466  0.297 4  0.552  167.4
1981 01 10 -0.489  0.217 4  0.535  160.2
1981 01 11 -0.495  0.131 4  0.512  151.9
1981 01 12 -0.483  0.042 4  0.485  143.2
1981 01 13 -0.454 -0.046 5  0.457  134.9
1981 01 14 -0.409 -0.131 5  0.430  127.9
1981 01 15 -0.349 -0.209 5  0.407  123.1
1981 01 16 -0.276 -0.279 6  0.393  121.2
1981 01 17 -0.193 -0.337 6  0.389  122.5
1981 01 18 -0.103 -0.382 6  0.396  126.7
1981 01 19 -0.009 -0.414 6  0.414  133.0
1981 01 20  0.085 -0.429 7  0.438  140.3
1981 01 21  0.175 -0.430 7  0.464  147.6
1981 01 22  0.258 -0.416 7  0.489  153.9
1981 01 23  0.329 -0.388 7  0.509  158.2
1981 01 24  0.387 -0.349 8  0.521  160.1
1981 01 25  0.428 -0.299 8  0.522  158.8
1981 01 26  0.450 -0.243 8  0.512  154.2
1981 01 27  0.453 -0.183 8  0.489  146.1
1981 01 28  0.436 -0.121 8  0.453  134.6
1981 01 29  0.400 -0.061 8  0.405  119.8
1981 01 30  0.346 -0.006 8  0.346  102.2
1981 01 31  0.277  0.042 1  0.280   82.8
1981 02 01  0.195  0.080 1  0.211   63.1
1981 02 02  0.104  0.108 2  0.150   46.4
1981 02 03  0.007  0.124 2  0.124   40.0
1981 02 04 -0.090  0.128 3  0.157   49.1
1981 02 05 -0.185  0.120 4  0.221   66.9
1981 02 06 -0.273  0.102 4  0.291   87.0
1981 02 07 -0.351  0.074 4  0.359  106.4
1981 02 08 -0.417  0.039 4  0.419  123.7
1981 02 09 -0.468 -0.002 5  0.468  138.1
1981 02 10 -0.502 -0.044 5  0.504  148.9
1981 02 11 -0.520 -0.087 5  0.527  156.0
1981 02 12 -0.521 -0.128 5  0.536  159.1
1981 02 13 -0.506 -0.163 5  0.532  158.3
1981 02 14 -0.477 -0.193 5  0.515  153.9
1981 02 15 -0.436 -0.215 5  0.486  146.1
1981 02 16 -0.386 -0.228 5  0.448  135.5
1981 02 17 -0.329 -0.233 5  0.403  122.6
1981 02 18 -0.268 -0.229 5  0.352  108.1
1981 02 19 -0.206 -0.218 6  0.299   92.6
1981 02 20 -0.145 -0.199 6  0.247   77.1
1981 02 21 -0.087 -0.177 6  0.197   62.4
1981 02 22 -0.035 -0.151 6  0.155   49.5
1981 02 23  0.011 -0.124 7  0.124   39.9
1981 02 24  0.051 -0.097 7  0.110   34.7
1981 02 25  0.084 -0.074 8  0.112   34.4
1981 02 26  0.111 -0.055 8  0.124   37.3
1981 02 27  0.134 -0.042 8  0.140   41.7
1981 02 28  0.153 -0.035 8  0.157   46.4
1981 03 01  0.170 -0.035 8  0.173   51.3
1981 03 02  0.187 -0.041 8  0.191   56.7
1981 03 03  0.205 -0.053 8  0.212   63.0
1981 03 04  0.227 -0.070 8  0.238   70.7
1981 03 05  0.253 -0.090 8  0.269   80.1
1981 03 06  0.284 -0.112 8  0.305   91.2
1981 03 07  0.321 -0.133 8  0.347  103.8
1981 03 08  0.363 -0.150 8  0.393  117.5
1981 03 09  0.410 -0.163 8  0.441  131.9
1981 03 10  0.461 -0.170 8  0.491  146.5
1981 03 11  0.514 -0.167 8  0.540  160.9
1981 03 12  0.567 -0.155 8  0.588  174.6
1981 03 13  0.618 -0.132 8  0.632  187.3
1981 03 14  0.665 -0.098 8  0.672  198.7
1981 03 15  0.704 -0.052 8  0.706  208.6
1981 03 16  0.735  0.004 1  0.735  216.8
1981 03 17  0.753  0.069 1  0.756  223.4
1981 03 18  0.758  0.142 1  0.771  228.3
1981 03 19  0.747  0.221 1  0.779  231.7
1981 03 20  0.720  0.304 1  0.781  233.8
1981 03 21  0.675  0.388 1  0.778  235.0
1981 03 22  0.612  0.470 1  0.772  235.7
1981 03 23  0.533  0.549 2  0.765  236.4
1981 03 24  0.437  0.620 2  0.759  237.6
1981 03 25  0.327  0.683 2  0.757  239.9
1981 03 26  0.204  0.735 2  0.762  243.7
1981 03 27  0.071  0.773 2  0.776  249.4
1981 03 28 -0.070  0.796 3  0.800  257.0
1981 03 29 -0.215  0.804 3  0.833  266.3
1981 03 30 -0.361  0.796 3  0.874  277.2
1981 03 31 -0.505  0.770 3  0.921  289.1
1981 04 01 -0.644  0.728 3  0.972  301.6
1981 04 02 -0.773  0.670 4  1.023  313.9
1981 04 03 -0.890  0.597 4  1.072  325.6
1981 04 04 -0.993  0.511 4  1.117  336.0
1981 04 05 -1.078  0.412 4  1.154  344.7
1981 04 06 -1.143  0.303 4  1.183  351.3
1981 04 07 -1.187  0.186 4  1.202  355.5
1981 04 08 -1.208  0.064 4  1.210  357.2
1981 04 09 -1.206 -0.061 5  1.207  356.4
1981 04 10 -1.179 -0.187 5  1.194  353.2
1981 04 11 -1.129 -0.310 5  1.171  347.9
1981 04 12 -1.056 -0.428 5  1.140  340.9
1981 04 13 -0.963 -0.539 5  1.103  332.9
1981 04 14 -0.850 -0.639 5  1.064  324.4
1981 04 15 -0.721 -0.727 6  1.024  316.1
1981 04 16 -0.578 -0.801 6  0.988  308.9
1981 04 17 -0.426 -0.858 6  0.958  303.2
1981 04 18 -0.267 -0.898 6  0.937  299.5
1981 04 19 -0.106 -0.921 6  0.927  297.8
1981 04 20  0.054 -0.925 7  0.927  297.9
1981 04 21  0.208 -0.911 7  0.935  299.4
1981 04 22  0.354 -0.880 7  0.948  301.5
1981 04 23  0.487 -0.832 7  0.964  303.7
1981 04 24  0.604 -0.770 7  0.979  305.2
1981 04 25  0.704 -0.695 8  0.990  305.3
1981 04 26  0.785 -0.610 8  0.994  303.6
1981 04 27  0.845 -0.517 8  0.990  299.7
1981 04 28  0.884 -0.419 8  0.978  293.6
1981 04 29  0.902 -0.318 8  0.957  285.3
1981 04 30  0.901 -0.218 8  0.927  275.0
1981 05 01  0.882 -0.120 8  0.890  263.1
1981 05 02  0.847 -0.026 8  0.847  250.0
1981 05 03  0.798  0.061 1  0.800  236.4
1981 05 04  0.739  0.141 1  0.753  222.8
1981 05 05  0.673  0.212 1  0.706  210.0
1981 05 06  0.602  0.275 1  0.662  198.5
1981 05 07  0.529  0.330 1  0.623  188.8
1981 05 08  0.457  0.377 1  0.592  181.3
1981 05 09  0.387  0.417 2  0.569  176.2
1981 05 10  0.322  0.452 2  0.555  173.6
1981 05 11  0.262  0.482 2  0.549  173.3
1981 05 12  0.208  0.510 2  0.551  175.1
1981 05 13  0.159  0.537 2  0.560  178.9
1981 05 14  0.116  0.564 2  0.575  184.4
1981 05 15  0.077  0.591 2  0.596  191.5
1981 05 16  0.040  0.620 2  0.622  199.8
1981 05 17  0.005  0.651 2  0.651  209.3
1981 05 18 -0.030  0.683 3  0.683  219.8
1981 05 19 -0.067  0.715 3  0.718  230.8
1981 05 20 -0.106  0.746 3  0.754  242.0
1981 05 21 -0.149  0.775 3  0.789  252.9
1981 05 22 -0.196  0.798 3  0.822  263.1
1981 05 23 -0.246  0.815 3  0.852  272.0
1981 05 24 -0.300  0.823 3  0.876  279.0
1981 05 25 -0.355  0.819 3  0.893  283.6
1981 05 26 -0.411  0.802 3  0.901  285.1
1981 05 27 -0.465  0.770 3  0.900  283.2
1981 05 28 -0.514  0.722 3  0.887  277.4
1981 05 29 -0.556  0.658 3  0.861  267.8
1981 05 30 -0.589  0.577 4  0.824  254.1
1981 05 31 -0.608  0.480 4  0.775  236.8
1981 06 01 -0.613  0.370 4  0.716  216.6
1981 06 02 -0.602  0.248 4  0.651  194.7
1981 06 03 -0.573  0.118 4  0.585  173.2
1981 06 04 -0.525 -0.017 5  0.525  155.1
1981 06 05 -0.460 -0.153 5  0.485  144.4
1981 06 06 -0.378 -0.286 5  0.474  144.6
1981 06 07 -0.282 -0.411 6  0.498  156.2
1981 06 08 -0.175 -0.524 6  0.552  176.2
1981 06 09 -0.061 -0.622 6  0.625  200.8
1981 06 10  0.057 -0.701 7  0.703  226.1
1981 06 11  0.173 -0.759 7  0.779  249.4
1981 06 12  0.282 -0.795 7  0.843  268.8
1981 06 13  0.379 -0.807 7  0.892  282.7
1981 06 14  0.459 -0.797 7  0.920  290.0
1981 06 15  0.519 -0.766 7  0.925  290.0
1981 06 16  0.555 -0.715 7  0.905  282.4
1981 06 17  0.565 -0.650 7  0.861  267.3
1981 06 18  0.547 -0.572 7  0.792  244.8
1981 06 19  0.501 -0.489 8  0.700  215.9
1981 06 20  0.430 -0.403 8  0.589  181.4
1981 06 21  0.335 -0.320 8  0.464  142.9
1981 06 22  0.221 -0.246 7  0.331  102.6
1981 06 23  0.093 -0.184 7  0.206   65.2
1981 06 24 -0.043 -0.137 6  0.144   46.0
1981 06 25 -0.182 -0.110 5  0.212   64.3
1981 06 26 -0.315 -0.103 5  0.331   98.7
1981 06 27 -0.436 -0.116 5  0.451  134.0
1981 06 28 -0.538 -0.150 5  0.558  165.9
1981 06 29 -0.615 -0.201 5  0.647  192.7
1981 06 30 -0.662 -0.267 5  0.714  213.4
1981 07 01 -0.675 -0.342 5  0.757  227.7
1981 07 02 -0.652 -0.423 5  0.777  235.6
1981 07 03 -0.592 -0.502 5  0.776  237.9
1981 07 04 -0.497 -0.573 6  0.759  235.6
1981 07 05 -0.368 -0.631 6  0.731  230.3
1981 07 06 -0.211 -0.670 6  0.702  224.2
1981 07 07 -0.031 -0.683 6  0.684  219.9
1981 07 08  0.164 -0.667 7  0.687  220.0
1981 07 09  0.365 -0.619 7  0.719  226.4
1981 07 10  0.564 -0.537 8  0.779  239.9
1981 07 11  0.751 -0.422 8  0.861  259.8
1981 07 12  0.917 -0.274 8  0.957  284.5
1981 07 13  1.053 -0.097 8  1.058  312.4
1981 07 14  1.152  0.104 1  1.157  341.7
1981 07 15  1.208  0.322 1  1.250  371.3
1981 07 16  1.215  0.550 1  1.334  400.0
1981 07 17  1.172  0.780 1  1.408  427.2
1981 07 18  1.077  1.001 1  1.471  452.5
1981 07 19  0.933  1.206 2  1.525  475.6
1981 07 20  0.742  1.385 2  1.571  496.3
1981 07 21  0.511  1.530 2  1.613  514.6
1981 07 22  0.247  1.634 2  1.652  530.5
1981 07 23 -0.042  1.691 3  1.691  543.9
1981 07 24 -0.344  1.696 3  1.731  554.9
1981 07 25 -0.649  1.649 3  1.772  563.7
1981 07 26 -0.945  1.547 3  1.813  570.3
1981 07 27 -1.223  1.393 3  1.854  575.3
1981 07 28 -1.471  1.190 4  1.892  578.8
1981 07 29 -1.680  0.945 4  1.928  581.6
1981 07 30 -1.843  0.663 4  1.959  584.4
1981 07 31 -1.953  0.354 4  1.985  587.7
1981 08 01 -2.007  0.027 4  2.007  592.4
1981 08 02 -2.001 -0.308 5  2.025  598.9
1981 08 03 -1.937 -0.641 5  2.040  607.7
1981 08 04 -1.816 -0.961 5  2.054  618.7
1981 08 05 -1.642 -1.260 5  2.069  631.6
1981 08 06 -1.422 -1.527 6  2.086  646.0
1981 08 07 -1.161 -1.757 6  2.106  660.9
1981 08 08 -0.870 -1.943 6  2.129  675.4
1981 08 09 -0.557 -2.080 6  2.153  688.7
1981 08 10 -0.230 -2.166 6  2.178  699.8
1981 08 11  0.099 -2.200 7  2.202  708.1
1981 08 12  0.423 -2.183 7  2.224  713.0
1981 08 13  0.733 -2.117 7  2.240  714.2
1981 08 14  1.021 -2.005 7  2.250  711.8
1981 08 15  1.282 -1.853 7  2.253  705.8
1981 08 16  1.509 -1.666 7  2.248  696.7
1981 08 17  1.700 -1.449 8  2.234  685.0
1981 08 18  1.853 -1.211 8  2.213  671.4
1981 08 19  1.966 -0.956 8  2.186  656.6
1981 08 20  2.039 -0.692 8  2.153  641.6
1981 08 21  2.074 -0.424 8  2.117  627.1
1981 08 22  2.072 -0.157 8  2.078  613.8
1981 08 23  2.037  0.104 1  2.040  602.2
1981 08 24  1.971  0.355 1  2.003  593.0
1981 08 25  1.878  0.593 1  1.969  586.2
1981 08 26  1.760  0.816 1  1.940  581.9
1981 08 27  1.621  1.021 1  1.915  580.2
1981 08 28  1.463  1.207 1  1.897  580.7
1981 08 29  1.289  1.374 2  1.884  583.2
1981 08 30  1.101  1.521 2  1.878  587.2
1981 08 31  0.902  1.646 2  1.877  592.6
1981 09 01  0.692  1.750 2  1.882  598.8
1981 09 02  0.475  1.832 2  1.892  605.5
1981 09 03  0.251  1.890 2  1.907  612.4
1981 09 04  0.022  1.925 2  1.925  619.1
1981 09 05 -0.209  1.935 3  1.946  625.3
1981 09 06 -0.440  1.919 3  1.969  630.7
1981 09 07 -0.669  1.877 3  1.992  635.0
1981 09 08 -0.891  1.808 3  2.015  638.1
1981 09 09 -1.104  1.712 3  2.037  639.6
1981 09 10 -1.304  1.589 3  2.055  639.6
1981 09 11 -1.486  1.440 4  2.069  637.7
1981 09 12 -1.647  1.266 4  2.078  634.2
1981 09 13 -1.783  1.071 4  2.080  628.9
1981 09 14 -1.890  0.856 4  2.075  622.0
1981 09 15 -1.965  0.626 4  2.062  613.8
1981 09 16 -2.005  0.385 4  2.041  604.5
1981 09 17 -2.009  0.137 4  2.014  594.6
1981 09 18 -1.976 -0.111 5  1.979  584.3
1981 09 19 -1.906 -0.354 5  1.939  574.1
1981 09 20 -1.802 -0.588 5  1.895  564.3
1981 09 21 -1.664 -0.805 5  1.848  555.1
1981 09 22 -1.496 -1.002 5  1.800  546.6
1981 09 23 -1.303 -1.174 5  1.754  538.9
1981 09 24 -1.089 -1.317 6  1.709  531.8
1981 09 25 -0.860 -1.430 6  1.669  525.2
1981 09 26 -0.622 -1.509 6  1.632  518.9
1981 09 27 -0.380 -1.555 6  1.601  512.6
1981 09 28 -0.141 -1.569 6  1.575  506.2
1981 09 29  0.091 -1.551 7  1.553  499.4
1981 09 30  0.311 -1.504 7  1.536  492.2
1981 10 01  0.514 -1.432 7  1.521  484.7
1981 10 02  0.698 -1.338 7  1.509  476.9
1981 10 03  0.859 -1.226 7  1.497  468.8
1981 10 04  0.998 -1.101 7  1.486  460.6
1981 10 05  1.113 -0.968 8  1.475  452.5
1981 10 06  1.204 -0.830 8  1.462  444.4
1981 10 07  1.272 -0.691 8  1.448  436.4
1981 10 08  1.320 -0.554 8  1.431  428.4
1981 10 09  1.348 -0.423 8  1.413  420.4
1981 10 10  1.359 -0.298 8  1.391  412.3
1981 10 11  1.354 -0.181 8  1.366  403.9
1981 10 12  1.336 -0.072 8  1.338  395.1
1981 10 13  1.306  0.028 1  1.307  385.7
1981 10 14  1.266  0.120 1  1.271  375.6
1981 10 15  1.215  0.205 1  1.232  364.7
1981 10 16  1.155  0.285 1  1.190  353.0
1981 10 17  1.085  0.360 1  1.143  340.6
1981 10 18  1.005  0.431 1  1.094  327.5
1981 10 19  0.915  0.499 1  1.042  314.1
1981 10 20  0.813  0.564 1  0.989  300.8
1981 10 21  0.699  0.626 1  0.938  288.3
1981 10 22  0.573  0.684 2  0.892  277.5
1981 10 23  0.435  0.738 2  0.856  269.7
1981 10 24  0.285  0.784 2  0.835  265.9
1981 10 25  0.125  0.823 2  0.832  267.1
1981 10 26 -0.043  0.850 3  0.852  273.8
1981 10 27 -0.217  0.865 3  0.892  285.5
1981 10 28 -0.392  0.865 3  0.950  301.3
1981 10 29 -0.565  0.848 3  1.019  319.7
1981 10 30 -0.730  0.814 3  1.093  339.0
1981 10 31 -0.884  0.760 4  1.166  357.5
1981 11 01 -1.020  0.688 4  1.230  373.6
1981 11 02 -1.133  0.599 4  1.282  386.1
1981 11 03 -1.220  0.494 4  1.317  393.7
1981 11 04 -1.277  0.375 4  1.331  395.7
1981 11 05 -1.299  0.247 4  1.323  391.7
1981 11 06 -1.286  0.114 4  1.291  381.4
1981 11 07 -1.237 -0.021 5  1.237  365.1
1981 11 08 -1.152 -0.152 5  1.162  343.5
1981 11 09 -1.033 -0.275 5  1.069  317.5
1981 11 10 -0.885 -0.383 5  0.964  288.8
1981 11 11 -0.711 -0.474 5  0.855  259.4
1981 11 12 -0.518 -0.543 6  0.750  232.1
1981 11 13 -0.312 -0.588 6  0.665  210.2
1981 11 14 -0.101 -0.605 6  0.614  196.9
1981 11 15  0.107 -0.596 7  0.605  194.1
1981 11 16  0.306 -0.559 7  0.637  201.1
1981 11 17  0.486 -0.496 7  0.695  214.7
1981 11 18  0.643 -0.411 8  0.763  231.2
1981 11 19  0.768 -0.306 8  0.827  247.3
1981 11 20  0.859 -0.187 8  0.880  260.7
1981 11 21  0.912 -0.059 8  0.914  269.9
1981 11 22  0.925  0.073 1  0.928  274.0
1981 11 23  0.898  0.202 1  0.920  272.8
1981 11 24  0.831  0.323 1  0.892  266.6
1981 11 25  0.730  0.430 1  0.847  256.0
1981 11 26  0.596  0.518 1  0.790  242.4
1981 11 27  0.437  0.583 2  0.729  227.6
1981 11 28  0.259  0.621 2  0.672  213.7
1981 11 29  0.068  0.629 2  0.633  203.4
1981 11 30 -0.127  0.608 3  0.622  199.2
1981 12 01 -0.320  0.558 3  0.643  202.6
1981 12 02 -0.502  0.479 4  0.693  213.6
1981 12 03 -0.667  0.374 4  0.765  230.7
1981 12 04 -0.809  0.247 4  0.846  251.7
1981 12 05 -0.923  0.102 4  0.929  274.5
1981 12 06 -1.006 -0.055 5  1.007  297.3
1981 12 07 -1.053 -0.220 5  1.076  318.8
1981 12 08 -1.065 -0.386 5  1.133  338.0
1981 12 09 -1.042 -0.547 5  1.177  354.3
1981 12 10 -0.984 -0.699 5  1.207  367.3
1981 12 11 -0.895 -0.835 5  1.224  376.7
1981 12 12 -0.778 -0.952 6  1.229  382.7
1981 12 13 -0.637 -1.046 6  1.225  385.3
1981 12 14 -0.479 -1.113 6  1.212  384.8
1981 12 15 -0.307 -1.152 6  1.192  381.4
1981 12 16 -0.130 -1.162 6  1.169  375.6
1981 12 17  0.049 -1.142 7  1.143  367.7
1981 12 18  0.223 -1.095 7  1.117  358.1
1981 12 19  0.387 -1.020 7  1.091  347.5
1981 12 20  0.537 -0.922 7  1.067  336.2
1981 12 21  0.668 -0.803 7  1.045  324.9
1981 12 22  0.778 -0.667 8  1.025  314.2
1981 12 23  0.865 -0.517 8  1.008  304.7
1981 12 24  0.927 -0.358 8  0.994  297.0
1981 12 25  0.964 -0.195 8  0.984  291.5
1981 12 26  0.977 -0.031 8  0.977  288.5
1981 12 27  0.966  0.130 1  0.974  288.1
1981 12 28  0.933  0.284 1  0.975  290.1
1981 12 29  0.881  0.428 1  0.979  294.2
1981 12 30  0.812  0.559 1  0.986  299.6
1981 12 31  0.730  0.675 1  0.994  305.9
1982 01 01  0.637  0.775 2  1.003  312.2
1982 01 02  0.538  0.857 2  1.011  317.9
1982 01 03  0.434  0.920 2  1.018  322.5
1982 01 04  0.328  0.966 2  1.020  325.4
1982 01 05  0.225  0.993 2  1.019  326.3
1982 01 06  0.125  1.004 2  1.012  324.9
1982 01 07  0.031  0.998 2  0.999  321.1
1982 01 08 -0.055  0.978 3  0.979  314.8
1982 01 09 -0.133  0.944 3  0.954  306.2
1982 01 10 -0.200  0.899 3  0.921  295.2
1982 01 11 -0.258  0.845 3  0.883  282.1
1982 01 12 -0.306  0.782 3  0.840  267.2
1982 01 13 -0.343  0.714 3  0.792  250.8
1982 01 14 -0.370  0.641 3  0.740  233.2
1982 01 15 -0.389  0.564 3  0.685  214.7
1982 01 16 -0.399  0.487 3  0.629  195.8
1982 01 17 -0.401  0.409 3  0.573  176.9
1982 01 18 -0.397  0.331 4  0.517  158.4
1982 01 19 -0.388  0.255 4  0.464  140.9
1982 01 20 -0.374  0.182 4  0.416  125.0
1982 01 21 -0.357  0.111 4  0.374  111.3
1982 01 22 -0.338  0.043 4  0.340  100.6
1982 01 23 -0.317 -0.022 5  0.318   93.8
1982 01 24 -0.295 -0.084 5  0.307   91.2
1982 01 25 -0.274 -0.142 5  0.308   92.7
1982 01 26 -0.252 -0.197 5  0.320   97.7
1982 01 27 -0.231 -0.248 6  0.339  105.1
1982 01 28 -0.212 -0.297 6  0.365  114.1
1982 01 29 -0.193 -0.342 6  0.393  123.9
1982 01 30 -0.174 -0.385 6  0.423  134.0
1982 01 31 -0.157 -0.424 6  0.452  144.1
1982 02 01 -0.139 -0.461 6  0.481  153.7
1982 02 02 -0.121 -0.494 6  0.508  162.8
1982 02 03 -0.102 -0.524 6  0.533  171.0
1982 02 04 -0.082 -0.549 6  0.556  178.3
1982 02 05 -0.061 -0.571 6  0.574  184.5
1982 02 06 -0.037 -0.588 6  0.589  189.5
1982 02 07 -0.011 -0.600 6  0.600  193.1
1982 02 08  0.017 -0.607 7  0.607  195.2
1982 02 09  0.047 -0.607 7  0.609  195.8
1982 02 10  0.079 -0.602 7  0.607  194.9
1982 02 11  0.113 -0.589 7  0.600  192.4
1982 02 12  0.148 -0.570 7  0.589  188.5
1982 02 13  0.184 -0.544 7  0.574  183.1
1982 02 14  0.218 -0.511 7  0.555  176.4
1982 02 15  0.252 -0.471 7  0.534  168.6
1982 02 16  0.283 -0.424 7  0.510  160.0
1982 02 17  0.311 -0.372 7  0.485  150.8
1982 02 18  0.336 -0.314 8  0.460  141.5
1982 02 19  0.356 -0.251 8  0.435  132.5
1982 02 20  0.370 -0.185 8  0.414  124.4
1982 02 21  0.379 -0.115 8  0.396  117.8
1982 02 22  0.381 -0.043 8  0.384  113.4
1982 02 23  0.378  0.030 1  0.379  111.9
1982 02 24  0.368  0.104 1  0.382  113.6
1982 02 25  0.351  0.177 1  0.394  118.4
1982 02 26  0.329  0.249 1  0.413  125.9
1982 02 27  0.300  0.319 2  0.438  135.7
